Nom_Fr,Nom_Ar,apports,id_barrage,lachers,stock,cumul_mensuel_apports,cumul_annuel_apports,cumul_mensuel_lachers,cumul_annuel_lachers,moy_mois,cumul_annee_prec,moy_periode,stock_annee_prec,Cap_tot_act,Cote,Cap_tot_init,fonctionnel,Annee_prod,Latitude,Longitude,Bassin_versant,Date
abid,العبيـــــــد,0.0726706,30,0.0,4.52025,0.135453,0.135453,0.142125,0.142125,0.21899,0.0934461,0.0948955,5.95957,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-09-13 00:00:00
mellegue,مـــــلاق,2.11761,1,0.1364,18.6907,9.28116,9.28116,1.5004,1.5004,31.2975,19.2414,11.4757,30.6284,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-09-11 00:00:00
benmetir,بنيمطيــر,0.00181043,2,0.0885,24.92,0.0212236,0.0212236,0.8215,0.8215,0.212671,0.177042,0.0779793,48.5566,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-09-11 00:00:00
kasseb,كســاب,0.0,3,0.09504,37.1991,0.00507887,0.00507887,1.04544,1.04544,0.309581,0.365183,0.113513,53.8852,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-09-11 00:00:00
barbara,بربرة,0.0,4,0.0,47.9476,0.532294,0.532294,1.00984,1.00984,0.462443,0.811597,0.169562,62.6041,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-09-11 00:00:00
sidisalem,سيدي ســــالم,0.714375,5,0.0431,273.793,2.27333,2.27333,11.428,11.428,12.288,23.5077,4.5056,474.152,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-09-11 00:00:00
bouheurtma,بو هرتمـــــه,0.0174616,6,0.2701,29.2103,0.205657,0.205657,2.46309,2.46309,1.20807,0.665471,0.442958,52.7957,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-09-11 00:00:00
joumine,جوميــــــن,0.0210186,7,0.095676,28.6715,0.119169,0.119169,1.25996,1.25996,0.659445,0.809792,0.241796,69.185,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-09-11 00:00:00
ghezala,غزالـــــــة,0.0059005,8,0.004,5.00297,0.0280318,0.0280318,0.1922,0.1922,0.105724,0.0427739,0.0387653,6.84426,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-09-11 00:00:00
melah,المالح,0.0,33,0.04545,14.2012,0.0,0.0,0.52895,0.52895,0.25,0.0201608,0.0916667,28.056,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-09-11 00:00:00
tine,الطين,0.008741,34,0.026472,10.0675,0.118704,,0.306588,,0.68,,0.249333,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-09-11 00:00:00
sejnane,سجنــــــان,0.211615,9,0.553023,90.8256,1.74617,1.74617,6.07639,6.07639,1.2264,1.63897,0.449681,75.4256,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-09-11 00:00:00
zarga,الزرقة,0.0,10,0.0501,15.555,8.6065e-06,8.6065e-06,0.5473,0.5473,0.05,0.046622,0.0183333,18.623,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-09-11 00:00:00
kebir,الكبير,0.00103127,31,0.0,6.114,0.024464,0.024464,0.0,0.0,0.509529,0.318581,0.186827,6.3192,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-09-11 00:00:00
moula,المولى,0.0183201,32,0.0,25.0293,0.0840424,0.0840424,0.0,0.0,0.370682,0.292275,0.135917,25.8772,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-09-11 00:00:00
selbarrak,سيدي البــــراق,0.294293,11,0.46445,196.222,0.836184,0.836184,5.87218,5.87218,1.40669,5.95949,0.515787,259.239,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-09-11 00:00:00
ziatine,الزياتين,0.0118471,12,0.0571508,21.1536,0.118674,0.0197075,0.593154,0.593154,0.4,0.891076,0.146667,30.0845,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-09-11 00:00:00
gamgoum,القمقوم,0.00235942,13,0.0,16.9447,0.0197075,0.118674,0.0,0.0,0.147274,0.139695,0.0540005,14.6001,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-09-11 00:00:00
siliana,سليانـــــــة,0.127584,14,0.081232,8.25274,3.35154,3.35154,0.603588,0.603588,3.76341,1.02928,1.37992,22.9816,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-09-11 00:00:00
lakhmess,لخمـــــــاس,0.00350267,15,0.000128,3.34652,0.130081,0.130081,0.041609,0.041609,0.964332,0.100573,0.353588,5.87171,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-09-11 00:00:00
rmil,الرميـــــــل,0.00206712,16,0.0,0.5119,0.247094,0.247094,0.01619,0.01619,0.566456,0.128776,0.2077,1.507,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-09-11 00:00:00
birmcherga,بئر المشارقـــة,0.140586,17,0.0024,28.8974,0.226004,0.226004,0.0264,0.0264,2.5296,1.05161,0.92752,35.5258,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-09-11 00:00:00
rmel,الرمــــــل,0.0115437,18,0.005,2.64772,0.0729105,0.0729105,0.055,0.055,0.818776,0.589197,0.300218,12.7254,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-09-11 00:00:00
nebhana,نبهانــــــة,0.0966432,19,0.0,7.639,1.03411,1.03411,0.201299,0.201299,3.02079,1.10512,1.10762,16.2115,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-09-11 00:00:00
sidisaad,سيدي سعـــد,0.73356,20,0.000337,57.6925,14.3715,14.3715,0.764112,0.764112,9.04402,0.876328,3.31614,61.5556,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-09-11 00:00:00
elhaouareb,هـــــــوارب,0.188405,21,0.0,3.70326,3.60494,3.60494,0.024567,0.024567,3.10004,1.24678,1.13668,5.39668,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-09-11 00:00:00
sficifa,سفيسيفة,0.100779,22,0.0,1.65727,0.110544,0.110544,0.0,0.0,1.663,0.0108137,0.146667,1.80559,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-09-11 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.0,0.0,0.0,0.973905,0.0912562,0.357099,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-09-11 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.0,0.0,0.0,0.876881,0.0327145,0.357099,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-09-11 00:00:00
bezirk,بزيـــــــغ,0.000472288,25,0.0,1.5802,0.0312965,0.0312965,0.138,0.138,0.202428,0.0,0.0742237,2.972,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-09-11 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.34222,0.0056647,0.0056647,0.019826,0.019826,0.388008,0.0589906,0.14227,1.1838,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-09-11 00:00:00
masri,مصــــــري,0.00129155,27,0.0,4.52772,0.036693,0.036693,0.064915,0.064915,0.25789,0.0803131,0.0945596,3.22756,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-09-11 00:00:00
lebna,لبنــــــــة,0.0,28,0.0092,13.3029,0.116808,0.116808,0.124785,0.124785,0.504561,2.12772,0.185006,14.3399,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-09-11 00:00:00
hma,الحمـــــى,0.00204586,29,0.0,0.919227,0.00646781,0.00646781,0.0,0.0,0.175007,0.0638347,0.0641691,2.35971,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-09-11 00:00:00
abid,العبيـــــــد,0.000596233,30,0.00672,4.4324,0.043385,0.043385,0.139656,0.139656,0.21899,0.0895147,0.0802962,5.98762,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-09-11 00:00:00
mellegue,مـــــلاق,3.75863,1,0.1364,16.7357,7.16356,7.16356,1.364,1.364,31.2975,18.2191,10.4325,31.1322,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-09-10 00:00:00
benmetir,بنيمطيــر,0.0194132,2,0.0885,25.008,0.0194132,0.0194132,0.733,0.733,0.212671,0.177042,0.0708902,48.6678,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-09-10 00:00:00
kasseb,كســاب,0.0,3,0.09504,37.3098,0.00507887,0.00507887,0.9504,0.9504,0.309581,0.33263,0.103194,53.9548,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-09-10 00:00:00
barbara,بربرة,0.422449,4,0.055541,47.9797,0.532294,0.532294,1.00984,1.00984,0.462443,0.721769,0.154148,62.5251,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-09-10 00:00:00
sidisalem,سيدي ســــالم,0.551435,5,1.03928,273.21,1.55896,1.55896,11.3849,11.3849,12.288,22.5865,4.096,475.389,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-09-10 00:00:00
bouheurtma,بو هرتمـــــه,0.11302,6,0.1675,29.4483,0.188195,0.188195,2.19299,2.19299,1.20807,0.618108,0.402689,52.7957,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-09-10 00:00:00
joumine,جوميــــــن,0.0360121,7,0.117676,28.7557,0.0981506,0.0981506,1.16429,1.16429,0.659445,0.774651,0.219815,69.4731,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-09-10 00:00:00
ghezala,غزالـــــــة,0.00466276,8,0.0104,5.00297,0.0221313,0.0221313,0.1882,0.1882,0.105724,0.0380543,0.0352412,6.85315,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-09-10 00:00:00
melah,المالح,0.0,33,0.04709,14.2752,0.0,0.0,0.4835,0.4835,0.25,0.0201608,0.0833333,28.152,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-09-10 00:00:00
tine,الطين,0.0111142,34,0.028829,10.0946,0.109963,,0.280116,,0.68,,0.226667,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-09-10 00:00:00
sejnane,سجنــــــان,0.210049,9,0.552283,90.7046,1.53456,1.53456,5.52336,5.52336,1.2264,1.58458,0.408801,75.3173,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-09-10 00:00:00
zarga,الزرقة,0.0,10,0.0369,15.607,8.6065e-06,8.6065e-06,0.4972,0.4972,0.05,0.046622,0.0166667,18.649,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-09-10 00:00:00
kebir,الكبير,0.0100235,31,0.0,6.114,0.0234327,0.0234327,0.0,0.0,0.509529,0.318581,0.169843,6.3268,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-09-10 00:00:00
moula,المولى,0.0328965,32,0.0,25.015,0.0657224,0.0657224,0.0,0.0,0.370682,0.289026,0.123561,25.8772,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-09-10 00:00:00
selbarrak,سيدي البــــراق,0.110893,11,0.5239,196.454,0.541891,0.541891,5.40773,5.40773,1.40669,5.91692,0.468897,259.529,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-09-10 00:00:00
ziatine,الزياتين,0.0169196,12,0.0587178,21.2024,0.106827,0.0173481,0.536003,0.536003,0.4,0.891076,0.133333,30.1435,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-09-10 00:00:00
gamgoum,القمقوم,0.00256459,13,0.0,16.9447,0.0173481,0.106827,0.0,0.0,0.147274,0.136017,0.0490913,14.6001,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-09-10 00:00:00
siliana,سليانـــــــة,2.56243,14,0.04434,8.22016,3.22395,3.22395,0.522356,0.522356,3.76341,0.749869,1.25447,22.7242,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-09-10 00:00:00
lakhmess,لخمـــــــاس,0.0639639,15,0.000128,3.34652,0.126579,0.126579,0.041481,0.041481,0.964332,0.0953334,0.321444,5.87171,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-09-10 00:00:00
rmil,الرميـــــــل,0.130297,16,0.0,0.5119,0.245027,0.245027,0.01619,0.01619,0.566456,0.122707,0.188819,1.507,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-09-10 00:00:00
birmcherga,بئر المشارقـــة,0.0854179,17,0.0024,28.7846,0.0854179,0.0854179,0.024,0.024,2.5296,0.90147,0.8432,35.3993,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-09-10 00:00:00
rmel,الرمــــــل,0.0472061,18,0.005,2.64772,0.0613668,0.0613668,0.05,0.05,0.818776,0.559557,0.272925,12.7254,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-09-10 00:00:00
nebhana,نبهانــــــة,0.248303,19,0.005103,7.5478,0.937466,0.937466,0.201299,0.201299,3.02079,1.08099,1.00693,16.2346,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-09-10 00:00:00
sidisaad,سيدي سعـــد,0.527883,20,0.000337,56.9953,13.6379,13.6379,0.763775,0.763775,9.04402,0.711255,3.01467,61.4517,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-09-10 00:00:00
elhaouareb,هـــــــوارب,0.902956,21,0.0,3.52214,3.41654,3.41654,0.024567,0.024567,3.10004,1.1909,1.03335,5.35673,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-09-10 00:00:00
sficifa,سفيسيفة,0.000871875,22,0.0,1.55724,0.009765,0.009765,0.0,0.0,1.663,0.0108137,0.133333,1.80904,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-09-10 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.0,0.0,0.0,0.973905,0.0829602,0.324635,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-09-10 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.0,0.0,0.0,0.876881,0.0297405,0.324635,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-09-10 00:00:00
bezirk,بزيـــــــغ,0.008127,25,0.008,1.5802,0.0308242,0.0308242,0.138,0.138,0.202428,0.0,0.0674761,2.972,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-09-10 00:00:00
chiba,شيبـــــــة,0.0010587,26,0.0,0.34624,0.0056647,0.0056647,0.019826,0.019826,0.388008,0.0589906,0.129336,1.19516,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-09-10 00:00:00
masri,مصــــــري,0.0127505,27,0.00213,4.48251,0.0354014,0.0354014,0.064915,0.064915,0.25789,0.0803131,0.0859633,3.18427,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-09-10 00:00:00
lebna,لبنــــــــة,0.0199203,28,0.01,13.3523,0.116808,0.116808,0.115585,0.115585,0.504561,2.11195,0.168187,14.3399,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-09-10 00:00:00
hma,الحمـــــى,0.00202207,29,0.0,0.919227,0.00442196,0.00442196,0.0,0.0,0.175007,0.0497249,0.0583355,2.34707,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-09-10 00:00:00
abid,العبيـــــــد,0.00389341,30,0.00986,4.44039,0.0427888,0.0427888,0.132936,0.132936,0.21899,0.0895147,0.0729965,5.99697,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-09-10 00:00:00
mellegue,مـــــلاق,1.90977,1,0.1364,13.1426,3.40493,3.40493,1.2276,1.2276,31.2975,13.3981,9.38924,27.3661,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-09-09 00:00:00
benmetir,بنيمطيــر,0.0,2,0.068,25.0784,0.0,0.0,0.6445,0.6445,0.212671,0.177042,0.0638012,48.779,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-09-09 00:00:00
kasseb,كســاب,0.0,3,0.09504,37.4206,0.00507887,0.00507887,0.85536,0.85536,0.309581,0.300589,0.0928743,54.0244,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-09-09 00:00:00
barbara,بربرة,0.00512139,4,0.083917,47.6274,0.109845,0.109845,0.954298,0.954298,0.462443,0.721769,0.138733,62.5646,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-09-09 00:00:00
sidisalem,سيدي ســــالم,0.269136,5,1.03928,273.793,1.00752,1.00752,10.3457,10.3457,12.288,20.8104,3.6864,474.977,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-09-09 00:00:00
bouheurtma,بو هرتمـــــه,0.0,6,0.16161,29.4483,0.0751752,0.0751752,2.02549,2.02549,1.20807,0.586531,0.36242,52.8491,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-09-09 00:00:00
joumine,جوميــــــن,0.0174946,7,0.119676,28.8398,0.0621385,0.0621385,1.04661,1.04661,0.659445,0.613134,0.197833,69.7132,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-09-09 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0198,5.01065,0.0174685,0.0174685,0.1778,0.1778,0.105724,0.0380543,0.0317171,6.87095,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-09-09 00:00:00
melah,المالح,0.0,33,0.05068,14.3344,0.0,0.0,0.43641,0.43641,0.25,0.0201608,0.075,28.296,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-09-09 00:00:00
tine,الطين,0.0228546,34,0.032327,10.1217,0.0988488,,0.251287,,0.68,,0.204,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-09-09 00:00:00
sejnane,سجنــــــان,0.0484849,9,0.553063,90.5231,1.32451,1.32451,4.97108,4.97108,1.2264,1.56404,0.367921,75.3173,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-09-09 00:00:00
zarga,الزرقة,0.0,10,0.0464,15.646,8.6065e-06,8.6065e-06,0.4603,0.4603,0.05,0.046622,0.015,18.688,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-09-09 00:00:00
kebir,الكبير,0.00206093,31,0.0,6.1064,0.0134092,0.0134092,0.0,0.0,0.509529,0.278895,0.152859,6.2888,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-09-09 00:00:00
moula,المولى,0.00436116,32,0.0,24.9862,0.0328259,0.0328259,0.0,0.0,0.370682,0.282656,0.111204,25.8772,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-09-09 00:00:00
selbarrak,سيدي البــــراق,0.0,11,0.52311,196.919,0.430997,0.430997,4.88383,4.88383,1.40669,5.89979,0.422007,259.819,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-09-09 00:00:00
ziatine,الزياتين,0.0,12,0.0516428,21.2512,0.089907,0.0147835,0.477285,0.477285,0.4,0.891076,0.12,30.2025,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-09-09 00:00:00
gamgoum,القمقوم,0.00615501,13,0.0,16.9447,0.0147835,0.089907,0.0,0.0,0.147274,0.1305,0.0441822,14.6001,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-09-09 00:00:00
siliana,سليانـــــــة,0.0,14,0.04985,5.71441,0.661523,0.661523,0.478016,0.478016,3.76341,0.59515,1.12902,22.5954,33.4411,388.5,70.0,1.0,1987,36.1571,9.35208,1040.0,2020-09-09 00:00:00
lakhmess,لخمـــــــاس,0.00213535,15,0.004293,3.28492,0.0626148,0.0626148,0.041353,0.041353,0.964332,0.0804844,0.2893,5.86202,7.22,517.06,8.22,1.0,1966,35.9952,9.47242,127.0,2020-09-09 00:00:00
rmil,الرميـــــــل,0.000548875,16,0.001459,0.3832,0.11473,0.11473,0.01619,0.01619,0.566456,0.0869599,0.169937,1.4795,2.0,285.0,4.0,1.0,2002,36.302,9.50269,232.0,2020-09-09 00:00:00
birmcherga,بئر المشارقـــة,0.0,17,0.0024,28.7282,0.0,0.0,0.0216,0.0216,2.5296,0.750512,0.75888,35.2729,41.599,122.5,52.9,1.0,1971,36.5112,10.0114,1263.0,2020-09-09 00:00:00
rmel,الرمــــــل,0.0,18,0.005,2.61144,0.0141607,0.0141607,0.045,0.045,0.818776,0.48093,0.245633,12.6762,23.83,43.0,22.0,1.0,1998,36.3318,10.3597,675.0,2020-09-09 00:00:00
nebhana,نبهانــــــة,0.0234709,19,0.0229,7.3046,0.689163,0.689163,0.196196,0.196196,3.02079,0.523411,0.906237,15.6804,58.76,230.0,86.5,1.0,1965,36.06,9.87235,855.0,2020-09-09 00:00:00
sidisaad,سيدي سعـــد,0.0315653,20,0.000337,56.4974,13.11,13.11,0.763438,0.763438,9.04402,0.340428,2.71321,61.1398,133.317,270.0,209.0,1.0,1981,35.3901,9.69476,8950.0,2020-09-09 00:00:00
elhaouareb,هـــــــوارب,0.0,21,0.0,2.62518,2.51358,2.51358,0.024567,0.024567,3.10004,0.466006,0.930012,4.64508,77.47,217.0,0.0,1.0,1989,35.5727,9.74681,1120.0,2020-09-09 00:00:00
sficifa,سفيسيفة,0.000871875,22,0.0,1.55724,0.00889312,0.00889312,0.0,0.0,1.663,0.0108137,0.12,1.81939,7.71,677.8,4.24,1.0,2005,35.3413,9.07053,173.65,2020-09-09 00:00:00
sidiach,سيدي يعيــــش,0.0,23,0.0,2.42152,0.0,0.0,0.0,0.0,0.973905,0.0746642,0.292172,4.44,88.0,541.0,88.0,1.0,1997,34.7468,8.74761,1900.0,2020-09-09 00:00:00
elbrek,البــــــــرك,0.0,24,0.0,1.4,0.0,0.0,0.0,0.0,0.876881,0.0267664,0.292172,2.05,16.0,849.0,16.0,1.0,2002,35.4705,8.96766,293.0,2020-09-09 00:00:00
bezirk,بزيـــــــغ,0.00392728,25,0.018,1.5802,0.0226972,0.0226972,0.13,0.13,0.202428,0.0,0.0607285,2.9794,5.01,54.62,6.5,1.0,1959,36.7159,10.6262,86.0,2020-09-09 00:00:00
chiba,شيبـــــــة,0.0,26,0.0,0.34624,0.004606,0.004606,0.019826,0.019826,0.388008,0.0589906,0.116402,1.2122,5.045,77.88,7.8,1.0,1963,36.6923,10.7697,64.0,2020-09-09 00:00:00
masri,مصــــــري,0.0014322,27,0.013,4.45237,0.0226509,0.0226509,0.062785,0.062785,0.25789,0.0590266,0.077367,3.16572,5.193,163.0,6.9,1.0,1968,36.534,10.4911,53.0,2020-09-09 00:00:00
lebna,لبنــــــــة,0.0,28,0.0127,13.3523,0.0968874,0.0968874,0.105585,0.105585,0.504561,0.356836,0.151368,12.6117,23.3053,18.04,30.1,1.0,1986,36.7388,10.9218,199.0,2020-09-09 00:00:00
hma,الحمـــــى,0.0,29,0.0,0.919227,0.00239989,0.00239989,0.0,0.0,0.175007,0.0359342,0.052502,2.33443,12.854,102.4,12.1,1.0,2002,36.5874,10.304,123.0,2020-09-09 00:00:00
abid,العبيـــــــد,0.0,30,0.00518,4.44838,0.0388953,0.0388953,0.123076,0.123076,0.21899,0.0874906,0.0656969,5.99697,9.615,42.2,10.0,1.0,2002,36.8308,10.7086,54.0,2020-09-09 00:00:00
mellegue,مـــــلاق,1.45388,1,0.1364,11.3932,1.49515,1.49515,1.0912,1.0912,31.2975,12.6359,8.34599,27.2733,51.13,265.0,267.67,1.0,1954,36.3144,8.70273,10300.0,2020-09-08 00:00:00
benmetir,بنيمطيــر,0.0,2,0.0616,25.184,0.0,0.0,0.5765,0.5765,0.212671,0.177042,0.0567122,48.8902,60.393,436.5,61.63,1.0,1954,36.7471,8.74188,103.0,2020-09-08 00:00:00
kasseb,كســاب,0.0,3,0.09504,37.5313,0.00507887,0.00507887,0.76032,0.76032,0.309581,0.275581,0.0825549,54.094,76.9,292.04,81.875,1.0,1968,36.7614,9.0023,101.0,2020-09-08 00:00:00
barbara,بربرة,0.0455034,4,0.093696,47.7234,0.104724,0.104724,0.870381,0.870381,0.462443,0.676663,0.123318,62.5251,64.7,182.0,74.82,1.0,1998,36.7341,8.53173,177.0,2020-09-08 00:00:00
sidisalem,سيدي ســــالم,0.047054,5,1.43519,274.667,0.738385,0.738385,9.30638,9.30638,12.288,19.4439,3.2768,474.977,580.35,115.0,814.0,1.0,1981,36.5907,9.39706,7950.0,2020-09-08 00:00:00
bouheurtma,بو هرتمـــــه,0.029602,6,0.25522,29.5673,0.0751752,0.0751752,1.86388,1.86388,1.20807,0.430609,0.322151,52.7957,112.037,221.0,117.5,1.0,1976,36.6719,8.78758,390.0,2020-09-08 00:00:00
joumine,جوميــــــن,0.0,7,0.119676,28.9521,0.0446439,0.0446439,0.926936,0.926936,0.659445,0.547029,0.175852,69.9053,118.773,90.0,129.9,1.0,1983,36.9909,9.61373,418.0,2020-09-08 00:00:00
ghezala,غزالـــــــة,0.0,8,0.0202,5.0337,0.0174685,0.0174685,0.158,0.158,0.105724,0.0380543,0.028193,6.87985,10.004,82.5,11.7,1.0,1984,37.0594,9.54582,48.0,2020-09-08 00:00:00
melah,المالح,0.0,33,0.04859,14.438,0.0,0.0,0.38573,0.38573,0.25,0.0201608,0.0666667,28.296,41.0,136.0,41.0,1.0,2015,37.0359,9.41093,85.9,2020-09-08 00:00:00
tine,الطين,0.0193936,34,0.03119,10.1488,0.0759941,,0.21896,,0.68,,0.181333,,34.0,136.0,34.0,1.0,2017,36.8644,9.62805,276.0,2020-09-08 00:00:00
sejnane,سجنــــــان,0.0,9,0.552253,90.5231,1.27602,1.27602,4.41802,4.41802,1.2264,1.44269,0.327041,75.2103,134.014,86.5,137.5,1.0,1994,37.181,9.47513,367.0,2020-09-08 00:00:00
zarga,الزرقة,0.0,10,0.0479,15.698,8.6065e-06,8.6065e-06,0.4139,0.4139,0.05,0.046622,0.0133333,18.714,24.0,93.0,24.0,1.0,2012,36.8824,8.69921,60.0,2020-09-08 00:00:00
kebir,الكبير,0.0,31,0.0,6.1064,0.0113483,0.0113483,0.0,0.0,0.509529,0.27732,0.135874,6.2888,64.4,85.0,64.4,1.0,2014,36.8751,8.71699,85.2,2020-09-08 00:00:00
moula,المولى,0.00498419,32,0.0,24.9862,0.0284647,0.0284647,0.0,0.0,0.370682,0.282656,0.0988484,25.8915,26.3,110.0,26.3,1.0,2013,36.9347,8.84504,58.0,2020-09-08 00:00:00
selbarrak,سيدي البــــراق,0.134293,11,0.50888,197.617,0.430997,0.430997,4.36072,4.36072,1.40669,5.59978,0.375118,259.819,286.514,27.0,286.514,1.0,1999,37.0261,8.93618,865.0,2020-09-08 00:00:00
ziatine,الزياتين,0.0105124,12,0.0514098,21.3244,0.089907,0.00862845,0.425642,0.425642,0.4,0.889623,0.106667,30.232,33.0,37.0,33.0,1.0,2012,37.1856,9.20109,95.0,2020-09-08 00:00:00
gamgoum,القمقوم,0.0,13,0.0,16.9447,0.00862845,0.089907,0.0,0.0,0.147274,0.125902,0.0392731,14.6001,18.3,48.0,18.3,1.0,2012,37.1991,9.26906,35.5,2020-09-08 00:00:00
